ligand_id,label,score,has_rank1,n_ranks,rank_used
abl1_decoy_008469,0,-0.14,1,10,1
abl1_decoy_008470,0,-3.24,1,10,1
abl1_decoy_008471,0,-1.5,1,10,1
abl1_decoy_008472,0,-1.44,1,10,1
abl1_decoy_008473,0,-0.35,1,10,1
abl1_decoy_008474,0,-0.5,1,10,1
abl1_decoy_008475,0,-1.7,1,10,1
abl1_decoy_008476,0,-1.08,1,10,1
abl1_decoy_008477,0,-0.45,1,10,1
abl1_decoy_008478,0,-0.81,1,10,1
abl1_decoy_008479,0,-2.47,1,10,1
abl1_decoy_008480,0,-2.08,1,10,1
abl1_decoy_008481,0,-2.32,1,10,1
abl1_decoy_008482,0,-1.08,1,10,1
abl1_decoy_008483,0,,0,0,
abl1_decoy_008484,0,-1.6,1,10,1
abl1_decoy_008485,0,-3.0,1,10,1
abl1_decoy_008486,0,-1.27,1,10,1
abl1_decoy_008487,0,-1.15,1,10,1
abl1_decoy_008488,0,-1.7,1,10,1
abl1_decoy_008489,0,-1.84,1,10,1
abl1_decoy_008490,0,-1.6,1,10,1
abl1_decoy_008491,0,-2.76,1,10,1
abl1_decoy_008492,0,-1.2,1,10,1
abl1_decoy_008493,0,-0.74,1,10,1
abl1_decoy_008494,0,-1.42,1,10,1
abl1_decoy_008495,0,-0.28,1,10,1
abl1_decoy_008496,0,0.02,1,10,1
abl1_decoy_008497,0,-1.02,1,10,1
abl1_decoy_008498,0,-1.87,1,10,1
abl1_decoy_008499,0,0.37,1,10,1
abl1_decoy_008500,0,0.28,1,10,1
abl1_decoy_008501,0,-1.45,1,10,1
abl1_decoy_008502,0,-0.82,1,10,1
abl1_decoy_008503,0,-2.59,1,10,1
abl1_decoy_008504,0,-3.27,1,10,1
abl1_decoy_008505,0,-4.17,1,10,1
abl1_decoy_008506,0,-2.29,1,10,1
abl1_decoy_008507,0,-1.71,1,10,1
abl1_decoy_008508,0,-2.04,1,10,1
abl1_decoy_008509,0,-3.24,1,10,1
abl1_decoy_008510,0,-0.58,1,10,1
abl1_decoy_008511,0,-1.35,1,10,1
abl1_decoy_008512,0,-0.81,1,10,1
abl1_decoy_008513,0,-2.54,1,10,1
abl1_decoy_008514,0,-3.12,1,10,1
abl1_decoy_008515,0,-0.7,1,10,1
abl1_decoy_008516,0,-1.14,1,10,1
abl1_decoy_008517,0,-2.67,1,10,1
abl1_decoy_008518,0,-2.92,1,10,1
abl1_decoy_008519,0,-2.66,1,10,1
abl1_decoy_008520,0,-2.96,1,10,1
abl1_decoy_008521,0,-4.86,1,10,1
abl1_decoy_008522,0,-1.61,1,10,1
abl1_decoy_008523,0,-1.93,1,10,1
abl1_decoy_008524,0,-0.37,1,10,1
abl1_decoy_008525,0,-4.94,1,10,1
abl1_decoy_008526,0,-0.94,1,10,1
abl1_decoy_008527,0,-3.0,1,10,1
abl1_decoy_008528,0,-1.49,1,10,1
abl1_decoy_008529,0,-0.83,1,10,1
abl1_decoy_008530,0,-3.55,1,10,1
abl1_decoy_008531,0,-2.69,1,10,1
abl1_decoy_008532,0,-0.28,1,10,1
abl1_decoy_008533,0,-1.5,1,10,1
abl1_decoy_008534,0,-1.54,1,10,1
abl1_decoy_008535,0,-0.71,1,10,1
abl1_decoy_008536,0,-0.93,1,10,1
abl1_decoy_008537,0,-1.79,1,10,1
abl1_decoy_008538,0,-1.65,1,10,1
abl1_decoy_008539,0,-3.25,1,10,1
abl1_decoy_008540,0,-1.63,1,10,1
abl1_decoy_008541,0,-0.68,1,10,1
abl1_decoy_008542,0,-0.53,1,10,1
abl1_decoy_008543,0,-1.43,1,10,1
abl1_decoy_008544,0,-1.83,1,10,1
abl1_decoy_008545,0,-0.09,1,10,1
abl1_decoy_008546,0,-0.42,1,10,1
abl1_decoy_008547,0,-3.43,1,10,1
abl1_decoy_008548,0,-0.45,1,10,1
abl1_decoy_008549,0,-1.84,1,10,1
abl1_decoy_008550,0,-3.35,1,10,1
abl1_decoy_008551,0,-1.27,1,10,1
abl1_decoy_008552,0,-1.56,1,10,1
abl1_decoy_008553,0,-0.46,1,10,1
abl1_decoy_008554,0,-0.62,1,10,1
abl1_decoy_008555,0,-2.3,1,10,1
abl1_decoy_008556,0,-2.37,1,10,1
abl1_decoy_008557,0,-2.15,1,10,1
abl1_decoy_008558,0,-2.96,1,10,1
abl1_decoy_008559,0,-0.29,1,10,1
abl1_decoy_008560,0,-3.39,1,10,1
abl1_decoy_008561,0,-2.63,1,10,1
abl1_decoy_008562,0,-2.2,1,10,1
abl1_decoy_008563,0,-1.0,1,10,1
abl1_decoy_008564,0,-1.08,1,10,1
abl1_decoy_008565,0,-1.32,1,10,1
abl1_decoy_008566,0,-1.02,1,10,1
abl1_decoy_008567,0,-0.9,1,10,1
abl1_decoy_008568,0,-1.71,1,10,1
abl1_decoy_008569,0,-1.61,1,10,1
abl1_decoy_008570,0,-1.43,1,10,1
abl1_decoy_008571,0,-2.48,1,10,1
abl1_decoy_008572,0,-1.87,1,10,1
abl1_decoy_008573,0,-2.2,1,10,1
abl1_decoy_008574,0,-2.52,1,10,1
abl1_decoy_008575,0,-3.79,1,10,1
abl1_decoy_008576,0,-3.96,1,10,1
abl1_decoy_008577,0,-3.02,1,10,1
abl1_decoy_008578,0,-2.08,1,10,1
abl1_decoy_008579,0,-3.24,1,10,1
abl1_decoy_008580,0,-1.78,1,10,1
abl1_decoy_008581,0,-2.93,1,10,1
abl1_decoy_008582,0,-1.79,1,10,1
abl1_decoy_008583,0,-2.14,1,10,1
abl1_decoy_008584,0,-1.89,1,10,1
abl1_decoy_008585,0,-0.7,1,10,1
abl1_decoy_008586,0,-1.14,1,10,1
abl1_decoy_008587,0,-1.94,1,10,1
abl1_decoy_008588,0,-2.81,1,10,1
abl1_decoy_008589,0,-2.05,1,10,1
abl1_decoy_008590,0,-2.87,1,10,1
abl1_decoy_008591,0,-0.47,1,10,1
abl1_decoy_008592,0,-1.65,1,10,1
abl1_decoy_008593,0,-1.14,1,10,1
abl1_decoy_008594,0,-1.94,1,10,1
abl1_decoy_008595,0,-1.83,1,10,1
abl1_decoy_008596,0,-0.87,1,10,1
abl1_decoy_008597,0,-3.14,1,10,1
abl1_decoy_008598,0,-0.79,1,10,1
abl1_decoy_008599,0,-2.95,1,10,1
abl1_decoy_008600,0,-1.77,1,10,1
abl1_decoy_008601,0,-1.4,1,10,1
abl1_decoy_008602,0,-0.47,1,10,1
abl1_decoy_008603,0,-1.78,1,10,1
abl1_decoy_008604,0,-2.49,1,10,1
abl1_decoy_008605,0,-0.61,1,10,1
abl1_decoy_008606,0,-1.74,1,10,1
abl1_decoy_008607,0,-1.09,1,10,1
abl1_decoy_008608,0,-1.86,1,10,1
abl1_decoy_008609,0,-2.55,1,10,1
abl1_decoy_008610,0,-2.28,1,10,1
abl1_decoy_008611,0,-2.14,1,10,1
abl1_decoy_008612,0,-2.74,1,10,1
abl1_decoy_008613,0,-2.22,1,10,1
abl1_decoy_008614,0,-1.8,1,10,1
abl1_decoy_008615,0,-0.32,1,10,1
abl1_decoy_008616,0,-0.1,1,10,1
abl1_decoy_008617,0,-2.02,1,10,1
abl1_decoy_008618,0,-0.99,1,10,1
abl1_decoy_008619,0,-2.64,1,10,1
abl1_decoy_008620,0,-1.74,1,10,1
abl1_decoy_008621,0,-2.07,1,10,1
abl1_decoy_008622,0,-2.22,1,10,1
abl1_decoy_008623,0,-1.58,1,10,1
abl1_decoy_008624,0,-0.72,1,10,1
abl1_decoy_008625,0,-0.04,1,10,1
abl1_decoy_008626,0,0.15,1,10,1
abl1_decoy_008627,0,-0.71,1,10,1
abl1_decoy_008628,0,-0.61,1,10,1
abl1_decoy_008629,0,-1.36,1,10,1
abl1_decoy_008630,0,-0.42,1,10,1
abl1_decoy_008631,0,0.02,1,10,1
abl1_decoy_008632,0,-1.1,1,10,1
abl1_decoy_008633,0,-2.86,1,10,1
abl1_decoy_008634,0,-1.52,1,10,1
abl1_decoy_008635,0,-3.18,1,10,1
abl1_decoy_008636,0,-1.61,1,10,1
abl1_decoy_008637,0,-0.33,1,10,1
abl1_decoy_008638,0,-1.11,1,10,1
abl1_decoy_008639,0,-0.67,1,10,1
abl1_decoy_008640,0,-1.51,1,10,1
abl1_decoy_008641,0,-1.68,1,10,1
abl1_decoy_008642,0,-0.33,1,10,1
abl1_decoy_008643,0,-0.31,1,10,1
abl1_decoy_008644,0,-1.72,1,10,1
abl1_decoy_008645,0,-0.76,1,10,1
abl1_decoy_008646,0,-1.05,1,10,1
abl1_decoy_008647,0,-1.08,1,10,1
abl1_decoy_008648,0,-0.56,1,10,1
abl1_decoy_008649,0,-0.82,1,10,1
abl1_decoy_008650,0,-0.95,1,10,1
abl1_decoy_008651,0,-0.53,1,10,1
abl1_decoy_008652,0,-2.48,1,10,1
abl1_decoy_008653,0,-1.6,1,10,1
abl1_decoy_008654,0,-3.12,1,10,1
abl1_decoy_008655,0,-2.8,1,10,1
abl1_decoy_008656,0,-3.42,1,10,1
abl1_decoy_008657,0,-1.99,1,10,1
abl1_decoy_008658,0,-2.61,1,10,1
abl1_decoy_008659,0,-2.34,1,10,1
abl1_decoy_008660,0,-3.38,1,10,1
abl1_decoy_008661,0,-2.05,1,10,1
abl1_decoy_008662,0,-1.87,1,10,1
abl1_decoy_008663,0,-2.59,1,10,1
abl1_decoy_008664,0,-2.54,1,10,1
abl1_decoy_008665,0,0.29,1,10,1
abl1_decoy_008666,0,-3.13,1,10,1
abl1_decoy_008667,0,-2.07,1,10,1
abl1_decoy_008668,0,-2.82,1,10,1
abl1_decoy_008669,0,-3.98,1,10,1
abl1_decoy_008670,0,-3.01,1,10,1
abl1_decoy_008671,0,-2.61,1,10,1
abl1_decoy_008672,0,-1.49,1,10,1
abl1_decoy_008673,0,-3.39,1,10,1
abl1_decoy_008674,0,-2.17,1,10,1
abl1_decoy_008675,0,-2.4,1,10,1
abl1_decoy_008676,0,-1.22,1,10,1
abl1_decoy_008677,0,-1.94,1,10,1
abl1_decoy_008678,0,-3.16,1,10,1
abl1_decoy_008679,0,-3.74,1,10,1
abl1_decoy_008680,0,-3.68,1,10,1
abl1_decoy_008681,0,-2.6,1,10,1
abl1_decoy_008682,0,-3.88,1,10,1
abl1_decoy_008683,0,-2.87,1,10,1
abl1_decoy_008684,0,-3.05,1,10,1
abl1_decoy_008685,0,-2.93,1,10,1
abl1_decoy_008686,0,-2.7,1,10,1
abl1_decoy_008687,0,-1.6,1,10,1
abl1_decoy_008688,0,-3.55,1,10,1
abl1_decoy_008689,0,-3.28,1,10,1
abl1_decoy_008690,0,-4.28,1,10,1
abl1_decoy_008691,0,-0.9,1,10,1
abl1_decoy_008692,0,-2.14,1,10,1
abl1_decoy_008693,0,-1.88,1,10,1
abl1_decoy_008694,0,-2.45,1,10,1
abl1_decoy_008695,0,-1.75,1,10,1
abl1_decoy_008696,0,-1.89,1,10,1
abl1_decoy_008697,0,-3.27,1,10,1
abl1_decoy_008698,0,-1.43,1,10,1
abl1_decoy_008699,0,-3.04,1,10,1
abl1_decoy_008700,0,-2.85,1,10,1
abl1_decoy_008701,0,-2.89,1,10,1
abl1_decoy_008702,0,-2.95,1,10,1
abl1_decoy_008703,0,-2.89,1,10,1
abl1_decoy_008704,0,-3.11,1,10,1
abl1_decoy_008705,0,-2.32,1,10,1
abl1_decoy_008706,0,-2.19,1,10,1
abl1_decoy_008707,0,-1.98,1,10,1
abl1_decoy_008708,0,-1.43,1,10,1
abl1_decoy_008709,0,-1.58,1,10,1
abl1_decoy_008710,0,-2.19,1,10,1
abl1_decoy_008711,0,0.32,1,10,1
abl1_decoy_008712,0,-2.23,1,10,1
abl1_decoy_008713,0,-1.07,1,10,1
abl1_decoy_008714,0,-1.65,1,10,1
abl1_decoy_008715,0,-0.09,1,10,1
abl1_decoy_008716,0,-0.71,1,10,1
abl1_decoy_008717,0,-0.41,1,10,1
abl1_decoy_008718,0,-0.32,1,10,1
abl1_decoy_008719,0,-0.88,1,10,1
abl1_decoy_008720,0,-0.77,1,10,1
abl1_decoy_008721,0,-2.88,1,10,1
abl1_decoy_008722,0,-1.27,1,10,1
abl1_decoy_008723,0,-0.74,1,10,1
abl1_decoy_008724,0,-2.17,1,10,1
abl1_decoy_008725,0,-2.85,1,10,1
abl1_decoy_008726,0,-0.76,1,10,1
abl1_decoy_008727,0,-0.62,1,10,1
abl1_decoy_008728,0,-0.69,1,10,1
abl1_decoy_008729,0,-2.18,1,10,1
abl1_decoy_008730,0,-1.08,1,10,1
abl1_decoy_008731,0,-2.2,1,10,1
abl1_decoy_008732,0,-1.78,1,10,1
abl1_decoy_008733,0,-2.05,1,10,1
abl1_decoy_008734,0,-0.07,1,10,1
abl1_decoy_008735,0,0.05,1,10,1
abl1_decoy_008736,0,-0.26,1,10,1
abl1_decoy_008737,0,0.72,1,10,1
abl1_decoy_008738,0,-1.89,1,10,1
abl1_decoy_008739,0,0.23,1,10,1
abl1_decoy_008740,0,-0.42,1,10,1
abl1_decoy_008741,0,-1.58,1,10,1
abl1_decoy_008742,0,-2.5,1,10,1
abl1_decoy_008743,0,-0.34,1,10,1
abl1_decoy_008744,0,-0.96,1,10,1
abl1_decoy_008745,0,0.04,1,10,1
abl1_decoy_008746,0,-0.2,1,10,1
abl1_decoy_008747,0,-0.52,1,10,1
abl1_decoy_008748,0,-1.23,1,10,1
abl1_decoy_008749,0,0.28,1,10,1
abl1_decoy_008750,0,-1.59,1,10,1
abl1_decoy_008751,0,-2.54,1,10,1
abl1_decoy_008752,0,-0.14,1,10,1
abl1_decoy_008753,0,-2.62,1,10,1
abl1_decoy_008754,0,-1.91,1,10,1
abl1_decoy_008755,0,,0,0,
abl1_decoy_008756,0,,0,0,
abl1_decoy_008757,0,-2.6,1,10,1
abl1_decoy_008758,0,-0.8,1,10,1
abl1_decoy_008759,0,0.05,1,10,1
abl1_decoy_008760,0,-2.21,1,10,1
abl1_decoy_008761,0,0.47,1,10,1
abl1_decoy_008762,0,0.39,1,10,1
abl1_decoy_008763,0,-1.17,1,10,1
abl1_decoy_008764,0,0.36,1,10,1
abl1_decoy_008765,0,-0.86,1,10,1
abl1_decoy_008766,0,-0.01,1,10,1
abl1_decoy_008767,0,-0.14,1,10,1
abl1_decoy_008768,0,-1.56,1,10,1
abl1_decoy_008769,0,-0.57,1,10,1
abl1_decoy_008770,0,-1.74,1,10,1
abl1_decoy_008771,0,-0.94,1,10,1
abl1_decoy_008772,0,-1.33,1,10,1
abl1_decoy_008773,0,0.21,1,10,1
abl1_decoy_008774,0,0.36,1,10,1
abl1_decoy_008775,0,-0.9,1,10,1
abl1_decoy_008776,0,-1.51,1,10,1
abl1_decoy_008777,0,0.27,1,10,1
abl1_decoy_008778,0,,0,0,
abl1_decoy_008779,0,-0.71,1,10,1
abl1_decoy_008780,0,-0.69,1,10,1
abl1_decoy_008781,0,-2.03,1,10,1
abl1_decoy_008782,0,-0.44,1,10,1
abl1_decoy_008783,0,-0.46,1,10,1
abl1_decoy_008784,0,-0.54,1,10,1
abl1_decoy_008785,0,-0.3,1,10,1
abl1_decoy_008786,0,-2.25,1,10,1
abl1_decoy_008787,0,-2.85,1,10,1
abl1_decoy_008788,0,-2.73,1,10,1
abl1_decoy_008789,0,-0.01,1,10,1
abl1_decoy_008790,0,-0.57,1,10,1
abl1_decoy_008791,0,-0.01,1,10,1
abl1_decoy_008792,0,-0.96,1,10,1
abl1_decoy_008793,0,-2.5,1,10,1
abl1_decoy_008794,0,-2.62,1,10,1
abl1_decoy_008795,0,-1.87,1,10,1
abl1_decoy_008796,0,-0.21,1,10,1
abl1_decoy_008797,0,-0.12,1,10,1
abl1_decoy_008798,0,0.1,1,10,1
abl1_decoy_008799,0,-0.53,1,10,1
abl1_decoy_008800,0,-1.25,1,10,1
abl1_decoy_008801,0,-0.42,1,10,1
abl1_decoy_008802,0,-0.85,1,10,1
abl1_decoy_008803,0,-0.02,1,10,1
abl1_decoy_008804,0,-3.01,1,10,1
abl1_decoy_008805,0,-0.02,1,10,1
abl1_decoy_008806,0,0.08,1,10,1
abl1_decoy_008807,0,-1.43,1,10,1
abl1_decoy_008808,0,-1.73,1,10,1
abl1_decoy_008809,0,-3.88,1,10,1
abl1_decoy_008810,0,-1.93,1,10,1
abl1_decoy_008811,0,-2.91,1,10,1
abl1_decoy_008812,0,-3.17,1,10,1
abl1_decoy_008813,0,-2.26,1,10,1
abl1_decoy_008814,0,-2.15,1,10,1
abl1_decoy_008815,0,-3.82,1,10,1
abl1_decoy_008816,0,-2.63,1,10,1
abl1_decoy_008817,0,-1.73,1,10,1
abl1_decoy_008818,0,-1.59,1,10,1
abl1_decoy_008819,0,-1.31,1,10,1
abl1_decoy_008820,0,-2.58,1,10,1
abl1_decoy_008821,0,-5.49,1,10,1
abl1_decoy_008822,0,-1.45,1,10,1
abl1_decoy_008823,0,-1.99,1,10,1
abl1_decoy_008824,0,-2.63,1,10,1
abl1_decoy_008825,0,-2.63,1,10,1
abl1_decoy_008826,0,-4.01,1,10,1
abl1_decoy_008827,0,-3.26,1,10,1
abl1_decoy_008828,0,-2.29,1,10,1
abl1_decoy_008829,0,-3.94,1,10,1
abl1_decoy_008830,0,-3.33,1,10,1
abl1_decoy_008831,0,-2.4,1,10,1
abl1_decoy_008832,0,-1.18,1,10,1
abl1_decoy_008833,0,-3.42,1,10,1
abl1_decoy_008834,0,-1.55,1,10,1
abl1_decoy_008835,0,-2.21,1,10,1
abl1_decoy_008836,0,-2.75,1,10,1
abl1_decoy_008837,0,-1.38,1,10,1
abl1_decoy_008838,0,-1.68,1,10,1
abl1_decoy_008839,0,-2.62,1,10,1
abl1_decoy_008840,0,-3.48,1,10,1
abl1_decoy_008841,0,-4.14,1,10,1
abl1_decoy_008842,0,-1.96,1,10,1
abl1_decoy_008843,0,-2.77,1,10,1
abl1_decoy_008844,0,-1.75,1,10,1
abl1_decoy_008845,0,-4.34,1,10,1
abl1_decoy_008846,0,-3.0,1,10,1
abl1_decoy_008847,0,-4.87,1,10,1
abl1_decoy_008848,0,-1.98,1,10,1
abl1_decoy_008849,0,-2.82,1,10,1
abl1_decoy_008850,0,-1.76,1,10,1
abl1_decoy_008851,0,-0.64,1,10,1
abl1_decoy_008852,0,-2.88,1,10,1
abl1_decoy_008853,0,-1.96,1,10,1
abl1_decoy_008854,0,-3.37,1,10,1
abl1_decoy_008855,0,-2.34,1,10,1
abl1_decoy_008856,0,-3.27,1,10,1
abl1_decoy_008857,0,-3.1,1,10,1
abl1_decoy_008858,0,-3.39,1,10,1
abl1_decoy_008859,0,-2.81,1,10,1
abl1_decoy_008860,0,-3.74,1,10,1
abl1_decoy_008861,0,-2.55,1,10,1
abl1_decoy_008862,0,-3.92,1,10,1
abl1_decoy_008863,0,-1.8,1,10,1
abl1_decoy_008864,0,-2.55,1,10,1
abl1_decoy_008865,0,,0,0,
abl1_decoy_008866,0,-2.32,1,10,1
abl1_decoy_008867,0,-2.26,1,10,1
abl1_decoy_008868,0,-1.98,1,10,1
abl1_decoy_008869,0,-2.22,1,10,1
abl1_decoy_008870,0,-1.97,1,10,1
abl1_decoy_008871,0,-2.34,1,10,1
abl1_decoy_008872,0,-1.19,1,10,1
abl1_decoy_008873,0,-2.06,1,10,1
abl1_decoy_008874,0,-1.34,1,10,1
abl1_decoy_008875,0,-2.09,1,10,1
abl1_decoy_008876,0,-2.29,1,10,1
abl1_decoy_008877,0,-2.48,1,10,1
abl1_decoy_008878,0,-3.12,1,10,1
abl1_decoy_008879,0,-2.38,1,10,1
abl1_decoy_008880,0,-2.25,1,10,1
abl1_decoy_008881,0,-2.1,1,10,1
abl1_decoy_008882,0,-3.35,1,10,1
abl1_decoy_008883,0,-1.48,1,10,1
abl1_decoy_008884,0,-2.46,1,10,1
abl1_decoy_008885,0,-2.42,1,10,1
abl1_decoy_008886,0,-1.91,1,10,1
abl1_decoy_008887,0,-2.39,1,10,1
abl1_decoy_008888,0,-3.85,1,10,1
abl1_decoy_008889,0,-2.65,1,10,1
abl1_decoy_008890,0,-3.77,1,10,1
abl1_decoy_008891,0,-1.69,1,10,1
abl1_decoy_008892,0,-2.06,1,10,1
abl1_decoy_008893,0,-3.13,1,10,1
abl1_decoy_008894,0,-2.68,1,10,1
abl1_decoy_008895,0,-2.73,1,10,1
abl1_decoy_008896,0,-1.82,1,10,1
abl1_decoy_008897,0,-3.13,1,10,1
abl1_decoy_008898,0,-2.91,1,10,1
abl1_decoy_008899,0,-3.07,1,10,1
abl1_decoy_008900,0,-4.12,1,10,1
abl1_decoy_008901,0,-1.45,1,10,1
abl1_decoy_008902,0,-1.77,1,10,1
abl1_decoy_008903,0,-1.59,1,10,1
abl1_decoy_008904,0,-2.55,1,10,1
abl1_decoy_008905,0,-4.39,1,10,1
abl1_decoy_008906,0,-3.25,1,10,1
abl1_decoy_008907,0,-2.6,1,10,1
abl1_decoy_008908,0,-1.5,1,10,1
abl1_decoy_008909,0,-2.32,1,10,1
abl1_decoy_008910,0,-3.14,1,10,1
abl1_decoy_008911,0,-3.23,1,10,1
abl1_decoy_008912,0,-3.22,1,10,1
abl1_decoy_008913,0,-3.78,1,10,1
abl1_decoy_008914,0,,0,0,
abl1_decoy_008915,0,-2.83,1,10,1
abl1_decoy_008916,0,-2.94,1,10,1
abl1_decoy_008917,0,-2.1,1,10,1
abl1_decoy_008918,0,-2.68,1,10,1
abl1_decoy_008919,0,,0,0,
abl1_decoy_008920,0,-2.5,1,10,1
abl1_decoy_008921,0,-4.24,1,10,1
abl1_decoy_008922,0,-2.42,1,10,1
abl1_decoy_008923,0,-2.4,1,10,1
abl1_decoy_008924,0,-2.48,1,10,1
abl1_decoy_008925,0,-2.15,1,10,1
abl1_decoy_008926,0,-2.64,1,10,1
abl1_decoy_008927,0,-1.73,1,10,1
abl1_decoy_008928,0,-1.92,1,10,1
abl1_decoy_008929,0,-1.05,1,10,1
abl1_decoy_008930,0,-1.06,1,10,1
abl1_decoy_008931,0,-2.49,1,10,1
abl1_decoy_008932,0,-1.99,1,10,1
abl1_decoy_008933,0,-2.67,1,10,1
abl1_decoy_008934,0,-2.25,1,10,1
abl1_decoy_008935,0,-3.18,1,10,1
abl1_decoy_008936,0,-4.08,1,10,1
abl1_decoy_008937,0,-2.08,1,10,1
abl1_decoy_008938,0,-2.26,1,10,1
abl1_decoy_008939,0,-1.48,1,10,1
abl1_decoy_008940,0,-2.36,1,10,1
abl1_decoy_008941,0,-4.17,1,10,1
abl1_decoy_008942,0,-3.7,1,10,1
abl1_decoy_008943,0,-2.16,1,10,1
abl1_decoy_008944,0,-2.93,1,10,1
abl1_decoy_008945,0,-3.52,1,10,1
abl1_decoy_008946,0,-1.65,1,10,1
abl1_decoy_008947,0,-2.24,1,10,1
abl1_decoy_008948,0,-1.59,1,10,1
abl1_decoy_008949,0,-1.53,1,10,1
abl1_decoy_008950,0,-3.27,1,10,1
abl1_decoy_008951,0,-4.83,1,10,1
abl1_decoy_008952,0,-2.24,1,10,1
abl1_decoy_008953,0,-3.84,1,10,1
abl1_decoy_008954,0,-2.9,1,10,1
abl1_decoy_008955,0,-2.91,1,10,1
abl1_decoy_008956,0,-1.51,1,10,1
abl1_decoy_008957,0,-1.36,1,10,1
abl1_decoy_008958,0,-2.21,1,10,1
abl1_decoy_008959,0,-2.52,1,10,1
abl1_decoy_008960,0,-1.14,1,10,1
abl1_decoy_008961,0,-3.13,1,10,1
abl1_decoy_008962,0,-3.43,1,10,1
abl1_decoy_008963,0,-2.36,1,10,1
abl1_decoy_008964,0,-2.03,1,10,1
abl1_decoy_008965,0,-2.94,1,10,1
abl1_decoy_008966,0,-2.94,1,10,1
abl1_decoy_008967,0,-2.82,1,10,1
abl1_decoy_008968,0,-2.86,1,10,1
abl1_decoy_008969,0,-3.55,1,10,1
abl1_decoy_008970,0,-3.11,1,10,1
abl1_decoy_008971,0,-2.74,1,10,1
abl1_decoy_008972,0,-3.32,1,10,1
abl1_decoy_008973,0,-2.43,1,10,1
abl1_decoy_008974,0,-3.95,1,10,1
abl1_decoy_008975,0,-2.28,1,10,1
abl1_decoy_008976,0,-3.34,1,10,1
abl1_decoy_008977,0,-3.51,1,10,1
abl1_decoy_008978,0,-3.09,1,10,1
abl1_decoy_008979,0,-1.97,1,10,1
abl1_decoy_008980,0,-2.18,1,10,1
abl1_decoy_008981,0,-3.87,1,10,1
abl1_decoy_008982,0,-1.36,1,10,1
abl1_decoy_008983,0,-2.96,1,10,1
abl1_decoy_008984,0,-1.09,1,10,1
abl1_decoy_008985,0,-2.78,1,10,1
abl1_decoy_008986,0,-2.74,1,10,1
abl1_decoy_008987,0,-2.45,1,10,1
abl1_decoy_008988,0,-2.46,1,10,1
abl1_decoy_008989,0,-1.1,1,10,1
abl1_decoy_008990,0,-1.58,1,10,1
abl1_decoy_008991,0,-1.3,1,10,1
abl1_decoy_008992,0,-3.85,1,10,1
abl1_decoy_008993,0,-3.34,1,10,1
abl1_decoy_008994,0,-4.03,1,10,1
abl1_decoy_008995,0,-4.05,1,10,1
abl1_decoy_008996,0,-2.84,1,10,1
abl1_decoy_008997,0,-2.38,1,10,1
abl1_decoy_008998,0,-2.24,1,10,1
abl1_decoy_008999,0,-1.69,1,10,1
abl1_decoy_009000,0,-2.13,1,10,1
abl1_decoy_009001,0,-1.44,1,10,1
abl1_decoy_009002,0,-1.21,1,10,1
abl1_decoy_009003,0,-2.94,1,10,1
abl1_decoy_009004,0,-1.87,1,10,1
abl1_decoy_009005,0,-2.54,1,10,1
abl1_decoy_009006,0,-1.92,1,10,1
abl1_decoy_009007,0,-2.55,1,10,1
abl1_decoy_009008,0,-1.33,1,10,1
abl1_decoy_009009,0,-1.52,1,10,1
abl1_decoy_009010,0,-1.47,1,10,1
abl1_decoy_009011,0,-1.25,1,10,1
abl1_decoy_009012,0,-2.26,1,10,1
abl1_decoy_009013,0,-2.93,1,10,1
abl1_decoy_009014,0,-2.41,1,10,1
abl1_decoy_009015,0,-1.62,1,10,1
abl1_decoy_009016,0,-2.53,1,10,1
abl1_decoy_009017,0,-1.71,1,10,1
abl1_decoy_009018,0,-2.58,1,10,1
abl1_decoy_009019,0,-1.97,1,10,1
abl1_decoy_009020,0,-3.52,1,10,1
abl1_decoy_009021,0,-2.25,1,10,1
abl1_decoy_009022,0,-1.56,1,10,1
abl1_decoy_009023,0,-3.7,1,10,1
abl1_decoy_009024,0,-2.55,1,10,1
abl1_decoy_009025,0,-2.15,1,10,1
abl1_decoy_009026,0,-3.27,1,10,1
abl1_decoy_009027,0,-2.8,1,10,1
abl1_decoy_009028,0,-1.75,1,10,1
abl1_decoy_009029,0,-3.47,1,10,1
abl1_decoy_009030,0,-3.84,1,10,1
abl1_decoy_009031,0,-1.95,1,10,1
abl1_decoy_009032,0,-2.94,1,10,1
abl1_decoy_009033,0,-3.26,1,10,1
abl1_decoy_009034,0,-0.52,1,10,1
abl1_decoy_009035,0,-2.41,1,10,1
abl1_decoy_009036,0,-3.69,1,10,1
abl1_decoy_009037,0,-3.23,1,10,1
abl1_decoy_009038,0,-2.85,1,10,1
abl1_decoy_009039,0,-1.71,1,10,1
abl1_decoy_009040,0,-0.63,1,10,1
abl1_decoy_009041,0,-1.14,1,10,1
abl1_decoy_009042,0,-2.86,1,10,1
abl1_decoy_009043,0,-2.37,1,10,1
abl1_decoy_009044,0,-0.52,1,10,1
abl1_decoy_009045,0,-2.42,1,10,1
abl1_decoy_009046,0,-2.63,1,10,1
abl1_decoy_009047,0,-0.48,1,10,1
abl1_decoy_009048,0,-1.47,1,10,1
abl1_decoy_009049,0,-2.66,1,10,1
abl1_decoy_009050,0,-2.82,1,10,1
abl1_decoy_009051,0,-3.61,1,10,1
abl1_decoy_009052,0,-3.66,1,10,1
